id,Fleet,Fleet_name,Yr,Sex,variable,value
01-Diagnostic_1F,1,F01_LL.JP.1,2022,1,5.5,1.71654e-10
01-Diagnostic_1F,2,F02_LL.JP.2,2022,1,5.5,1.65782e-10
01-Diagnostic_1F,3,F03_LL.JP.3,2022,1,5.5,1.6534e-10
01-Diagnostic_1F,4,F04_LL.JP.4,2022,1,5.5,1.66136e-10
01-Diagnostic_1F,5,F05_LL.TW.4,2022,1,5.5,1.66136e-10
01-Diagnostic_1F,6,F06_LL.AU.2,2022,1,5.5,1.66867e-10
01-Diagnostic_1F,7,F07_LL.AU.3,2022,1,5.5,1.65915e-10
01-Diagnostic_1F,8,F08_LL.NZ.3,2022,1,5.5,1.65915e-10
01-Diagnostic_1F,9,F09.REC.AU.3,2022,1,5.5,1.65608e-10
01-Diagnostic_1F,10,F10_REC.NZ.3,2022,1,5.5,3.40531e-14
01-Diagnostic_1F,11,F11_LL.ALL.1,2022,1,5.5,1.71654e-10
01-Diagnostic_1F,12,F12_LL.ALL.2,2022,1,5.5,1.65782e-10
01-Diagnostic_1F,13,F13_LL.ALL.3,2022,1,5.5,1.6534e-10
01-Diagnostic_1F,14,F14_LL.ALL.4,2022,1,5.5,1.66136e-10
01-Diagnostic_1F,15,F15_LL.JP.2_early,2022,1,5.5,1.65782e-10
01-Diagnostic_1F,16,F16_LL.NC.2,2022,1,5.5,1.65419e-10
01-Diagnostic_1F,17,F17_LL.PF.4,2022,1,5.5,3.05184e-10
01-Diagnostic_1F,18,S01_INDEX.1-4,2022,1,5.5,7.32959e-06
01-Diagnostic_1F,19,S02_INDEX.NZ,2022,1,5.5,1.67421e-10
01-Diagnostic_1F,20,S03_INDEX.AU,2022,1,5.5,1.66867e-10
01-Diagnostic_1F,1,F01_LL.JP.1,2022,1,6.5,2.39748e-10
01-Diagnostic_1F,2,F02_LL.JP.2,2022,1,6.5,2.31547e-10
01-Diagnostic_1F,3,F03_LL.JP.3,2022,1,6.5,2.3093e-10
01-Diagnostic_1F,4,F04_LL.JP.4,2022,1,6.5,2.32042e-10
01-Diagnostic_1F,5,F05_LL.TW.4,2022,1,6.5,2.32042e-10
01-Diagnostic_1F,6,F06_LL.AU.2,2022,1,6.5,2.33062e-10
01-Diagnostic_1F,7,F07_LL.AU.3,2022,1,6.5,2.31732e-10
01-Diagnostic_1F,8,F08_LL.NZ.3,2022,1,6.5,2.31732e-10
01-Diagnostic_1F,9,F09.REC.AU.3,2022,1,6.5,2.31304e-10
01-Diagnostic_1F,10,F10_REC.NZ.3,2022,1,6.5,3.97787e-14
01-Diagnostic_1F,11,F11_LL.ALL.1,2022,1,6.5,2.39748e-10
01-Diagnostic_1F,12,F12_LL.ALL.2,2022,1,6.5,2.31547e-10
01-Diagnostic_1F,13,F13_LL.ALL.3,2022,1,6.5,2.3093e-10
01-Diagnostic_1F,14,F14_LL.ALL.4,2022,1,6.5,2.32042e-10
01-Diagnostic_1F,15,F15_LL.JP.2_early,2022,1,6.5,2.31547e-10
01-Diagnostic_1F,16,F16_LL.NC.2,2022,1,6.5,2.31039e-10
01-Diagnostic_1F,17,F17_LL.PF.4,2022,1,6.5,4.26249e-10
01-Diagnostic_1F,18,S01_INDEX.1-4,2022,1,6.5,1.02372e-05
01-Diagnostic_1F,19,S02_INDEX.NZ,2022,1,6.5,2.33836e-10
01-Diagnostic_1F,20,S03_INDEX.AU,2022,1,6.5,2.33062e-10
01-Diagnostic_1F,1,F01_LL.JP.1,2022,1,7.5,3.19191e-10
01-Diagnostic_1F,2,F02_LL.JP.2,2022,1,7.5,3.08272e-10
01-Diagnostic_1F,3,F03_LL.JP.3,2022,1,7.5,3.07451e-10
01-Diagnostic_1F,4,F04_LL.JP.4,2022,1,7.5,3.08931e-10
01-Diagnostic_1F,5,F05_LL.TW.4,2022,1,7.5,3.08931e-10
01-Diagnostic_1F,6,F06_LL.AU.2,2022,1,7.5,3.1029e-10
01-Diagnostic_1F,7,F07_LL.AU.3,2022,1,7.5,3.08519e-10
01-Diagnostic_1F,8,F08_LL.NZ.3,2022,1,7.5,3.08519e-10
01-Diagnostic_1F,9,F09.REC.AU.3,2022,1,7.5,3.07949e-10
01-Diagnostic_1F,10,F10_REC.NZ.3,2022,1,7.5,4.6467e-14
01-Diagnostic_1F,11,F11_LL.ALL.1,2022,1,7.5,3.19191e-10
01-Diagnostic_1F,12,F12_LL.ALL.2,2022,1,7.5,3.08272e-10
01-Diagnostic_1F,13,F13_LL.ALL.3,2022,1,7.5,3.07451e-10
01-Diagnostic_1F,14,F14_LL.ALL.4,2022,1,7.5,3.08931e-10
01-Diagnostic_1F,15,F15_LL.JP.2_early,2022,1,7.5,3.08272e-10
01-Diagnostic_1F,16,F16_LL.NC.2,2022,1,7.5,3.07597e-10
01-Diagnostic_1F,17,F17_LL.PF.4,2022,1,7.5,5.67491e-10
01-Diagnostic_1F,18,S01_INDEX.1-4,2022,1,7.5,1.36294e-05
01-Diagnostic_1F,19,S02_INDEX.NZ,2022,1,7.5,3.11321e-10
01-Diagnostic_1F,20,S03_INDEX.AU,2022,1,7.5,3.1029e-10
01-Diagnostic_1F,1,F01_LL.JP.1,2022,1,8.5,4.09983e-10
01-Diagnostic_1F,2,F02_LL.JP.2,2022,1,8.5,3.95958e-10
01-Diagnostic_1F,3,F03_LL.JP.3,2022,1,8.5,3.94904e-10
01-Diagnostic_1F,4,F04_LL.JP.4,2022,1,8.5,3.96805e-10
01-Diagnostic_1F,5,F05_LL.TW.4,2022,1,8.5,3.96805e-10
01-Diagnostic_1F,6,F06_LL.AU.2,2022,1,8.5,3.9855e-10
01-Diagnostic_1F,7,F07_LL.AU.3,2022,1,8.5,3.96276e-10
01-Diagnostic_1F,8,F08_LL.NZ.3,2022,1,8.5,3.96276e-10
01-Diagnostic_1F,9,F09.REC.AU.3,2022,1,8.5,3.95544e-10
01-Diagnostic_1F,10,F10_REC.NZ.3,2022,1,8.5,5.42799e-14
01-Diagnostic_1F,11,F11_LL.ALL.1,2022,1,8.5,4.09983e-10
01-Diagnostic_1F,12,F12_LL.ALL.2,2022,1,8.5,3.95958e-10
01-Diagnostic_1F,13,F13_LL.ALL.3,2022,1,8.5,3.94904e-10
01-Diagnostic_1F,14,F14_LL.ALL.4,2022,1,8.5,3.96805e-10
01-Diagnostic_1F,15,F15_LL.JP.2_early,2022,1,8.5,3.95958e-10
01-Diagnostic_1F,16,F16_LL.NC.2,2022,1,8.5,3.95091e-10
01-Diagnostic_1F,17,F17_LL.PF.4,2022,1,8.5,7.28911e-10
01-Diagnostic_1F,18,S01_INDEX.1-4,2022,1,8.5,1.75062e-05
01-Diagnostic_1F,19,S02_INDEX.NZ,2022,1,8.5,3.99874e-10
01-Diagnostic_1F,20,S03_INDEX.AU,2022,1,8.5,3.9855e-10
01-Diagnostic_1F,1,F01_LL.JP.1,2022,1,9.5,5.12124e-10
